case_id,institute,program,degree,season,decision,notification,result_date,undergrad gpa,gre_v,gre_q,gre_w,gre_subject,status,submit_date,notes
536722,Indiana  University (Bloomington),Master In Public Administration (MPA),Masters,F18,Accepted,via E,13 Jan 2018,3.30,160.0,149.0,5.0,n/a,A,18 Jan 2018,
536717,"University Of Michigan, Ann Arbor (Helen Zell)",Chemistry (Organic),PhD,F18,Accepted,via E,17 Jan 2018,,,,,,,18 Jan 2018,Email from POI. No pubs!
536715,"University Of California, Los Angeles (UCLA)",Computer Science,PhD,F18,,via E,14 Jan 2018,,,,,,I,18 Jan 2018,Interviewed via Skype on Jan 16.
536713,"The University Of California, Los Angeles (UCLA)",(Pure) Mathematics,PhD,F18,Accepted,via E,17 Jan 2018,3.90,170.0,169.0,4.5,820,A,18 Jan 2018,
536712,University Of Alabama Birmingham (UAB),Biology,Masters,F18,Accepted,via E,10 Jan 2018,3.30,147.0,162.0,3.0,n/a,I,18 Jan 2018,Mentor offered me an admission. The official letter has not received yet.
536709,(Arizona State University) ASU Tempe,Education Policy And Evaluation,PhD,F18,,via E,17 Jan 2018,,,,,,I,18 Jan 2018,Invited for Skype interview in late Feb. Said they will admit a cohort of 6-8 and almost double have been invited for the interview.
536707,(University Of California Irvine,(Sociocultural) Anthropology,PhD,F18,,via E,11 Jan 2018,,,,,,A,18 Jan 2018,
536702,Princeton,Analytical Chemistry,PhD,F18,Accepted,via E,18 Jan 2018,,,,,,I,18 Jan 2018,very excited!
536699,"""University Of Washington",Astronomy & Astrophysics,PhD,F18,,via E,18 Jan 2018,,,,,,I,18 Jan 2018,
536688,University Of Texas At Austin,Chemistry,PhD,F18,Accepted,via E,18 Jan 2018,3.45,166.0,152.0,3.5,88,I,18 Jan 2018,"low GPA, strong publications, 1st author JACs, 2nd author JPCC..."
536687,University Of Colorado Anchutz Medical Campus,Integrated Physiology,PhD,F18,,via E,8 Jan 2018,,,,,,A,18 Jan 2018,Declined interview because already accepted into preferred program
536684,The University Of Southern California (USC) - School Of Cinematic Arts (SCA),Cinema And Media Studies,PhD,F18,Rejected,via E,17 Jan 2018,,,,,,A,18 Jan 2018,Form email from department. Very nice and polite. Over 100 applications and only accepted 6 to the department. Congrats to those who got in!
536682,University Of Texas At Austin (UT Austin),Hebrew Bible/Ancient Near East,PhD,F18,Accepted,via E,18 Jan 2018,,,,,,A,18 Jan 2018,
536677,Carnege Mellon University,Applied Social And Health Psychology,PhD,F18,Rejected,via E,10 Jan 2018,,,,,,A,18 Jan 2018,
536674,The University Of Pennsylvania,Ancient History,PhD,F18,,via E,9 Jan 2018,3.60,170.0,150.0,4.0,n/a,A,18 Jan 2018,
536670,Georgia Insititute Of Technology,Aeronautics/Aerospace Engineering,Masters,F18,Accepted,via E,7 Jan 2018,3.99,160.0,169.0,4.5,n/a,U,18 Jan 2018,
536669,"University Of Michigan, Ann Arbor",Chemistry,PhD,F18,Accepted,via E,17 Jan 2018,,,,,,A,18 Jan 2018,"Currently on a gap year in a foreign country through a well-known program. Graduated with Honors, competitive GPA, strong LORs, 1 yr of chemistry undergrad research, 2 summers of biomedical research experiences, and lots of poster and oral presentations given including ACS."
536649,Texas Tech University Health Sciences Center,Audiology  (Au.D.),PhD,F18,,via E,22 Dec 2018,,,,,,A,18 Jan 2018,"I’m hoping once everything is closed for Feb 1 deadline, I’ll know something by March or April to get accepted! Fingers cross!! I also applied to UNT & Lamar & UT Austin"
536648,University Of Aberdeen,Exhibition And Museum Studies,Masters,S18,Accepted,via E,18 Jan 2018,,,,,,O,18 Jan 2018,They emailed me a week ago :)
536643,The University Of Southern California (USC) - School Of Cinematic Arts (SCA),Cinema And Media Studies,PhD,F18,Rejected,via E,17 Jan 2018,3.83,165.0,164.0,4.0,n/a,A,18 Jan 2018,
536621,Humphrey School Of Public Affairs: University Of Minnesota,Public Policy,Masters,F18,Accepted,via Website,16 Jan 2018,,,,,,U,18 Jan 2018,
536615,University Of Colorado Denver (UC Denver - Anschutz Medical Campus),Clinical  Psychology (Clinical Health),PhD,F18,,via E,17 Jan 2018,,,,,,A,17 Jan 2018,PI e-mailed to schedule preliminary phone interview
536612,UC Los Angeles (UCLA),Chemistry,PhD,F18,,via E,17 Jan 2018,3.98,0.0,0.0,0.0,890,I,17 Jan 2018,"undergrad applicant. Major GPA 3.98.
double major in MSE and CH"
536611,University Of Texas At Austin,Businees,PhD,S18,,via Other,17 Jan 2018,,,,,,U,17 Jan 2018,"To the Austin Texas poster below, which concentration did you receive an interview?? You mentioned Business, could you detail which program?"
536609,University Of Minnesota - Twin Cities (UMN),Applied/School Psychology (SSP),EdD,F18,Accepted,via Website,17 Jan 2018,,,,,,A,17 Jan 2018,Saw notice of acceptance on the application website. Best of luck to everyone!
536607,University Of Kentucky,(Sociocultural) Anthropology,PhD,F18,Accepted,via E,17 Jan 2018,,,,,,A,17 Jan 2018,
536606,Carolina-Duke,(Sociocultural) Anthropology,PhD,F18,,via E,10 Jan 2018,,,,,,A,17 Jan 2018,
536602,ีUniversity Of Wisconsin,"Actuarial Science,  Risk Management & Insurance",PhD,F18,,via E,10 Jan 2018,,,,,,A,17 Jan 2018,2nd round phone interview
536599,University Of Texas At Austin,Management,PhD,F18,,via Phone,10 Jan 2018,n/a,163.0,165.0,0.0,n/a,A,17 Jan 2018,Invitation to fly to Austin for interview
536594,George Washingon University (GWU),Adult Clinical Psychology (PsyD),Other,F18,,via E,17 Jan 2018,,,,,,A,17 Jan 2018,
536587,ีUniversity Of Maryland - Baltimore County (UMBC),Applied Developmental Psychology,PhD,F18,,via E,17 Jan 2018,,,,,,A,17 Jan 2018,Email from PI inviting me to interview on 2/9 and an event 2/8
536580,University Of Calgary,Adult Clinical Psychology,Masters,F18,Rejected,via E,17 Jan 2018,,,,,,O,17 Jan 2018,Did not advance to open house happening soon
536578,Concordia University (Canada),Adult Clinical Psychology,Masters,F18,,via E,10 Jan 2018,,,,,,O,17 Jan 2018,Open house on January 25/26th
536574,Loyola University Maryland,Adult Clinical Psychology (PsyD),Other,F18,Rejected,via Website,17 Jan 2018,,,,,,A,17 Jan 2018,Emailed that application status had changed
536569,University Of Iowa,Audiology,Other,F18,,via E,17 Jan 2018,,,,,,A,17 Jan 2018,"got an email for interview at University of Iowa on Fab 23rd! Not sure how this website works (or if there are threads for specific schools/if you can reply to posts), but I thought I'd start here!"
536565,"Indiana Univerity-Purdue University, Indianapolis (IUPUI)",Addiction Neuroscience,PhD,F18,Accepted,via E,17 Jan 2018,,,,,,A,17 Jan 2018,"Got an email from the PI extending an offer, told me the official letter will be coming next week! This is my first choice so I immediately accepted and am FREAKING OUT!!! Good luck to the other applicants :)"
536561,Mays Business School At Texas A&M University,Business Administration (Marketing),PhD,F18,,via E,17 Jan 2018,3.44,38.0,49.0,0.0,n/a,A,17 Jan 2018,"Phone interview
3.9+ grad GPA"
536559,Temple University,Business Administration (Marketing),PhD,F18,,via E,17 Jan 2018,3.44,38.0,49.0,0.0,n/a,A,17 Jan 2018,"3.9+ grad GPA, 8/8 IR GMAT"
536558,Michigan State,Business Administration (Marketing),PhD,F18,Accepted,via E,17 Jan 2018,3.44,38.0,49.0,0.0,n/a,A,17 Jan 2018,3.9+ grad GPA
536551,George Mason University,Applied Developmental Psychology,Masters,F18,,via E,17 Jan 2018,,,,,,A,17 Jan 2018,Email from P for informal invitation to open house in Feb.
536541,University Of Notre Dame,Biological Anthropology,PhD,F18,Rejected,via E,17 Jan 2018,,,,,,A,17 Jan 2018,Informed by email that I was not selected to interview on campus. Seems like the majority of the applicants already have Masters and I do not.
536537,"University Of Michigan, Ann Arbor",Chemistry (Organic Chemistry),PhD,F18,Accepted,via Phone,17 Jan 2018,,,,,,A,17 Jan 2018,"Decent GPA and GRE; didn't submit Chem GRE; 2 REUs, one being Amgen Scholars Program. 2 co-author publications. Received phone call from a faculty I mentioned in personal statement."
536535,The University Of Arizona,Chemistry,PhD,F18,Accepted,via Phone,12 Jan 2018,3.62,163.0,162.0,5.0,n/a,A,17 Jan 2018,"3 research experiences, 3 strong lor, leadership in chemistry department"
536534,Princeton,Mechanical  And Aerospace Engineering,PhD,F18,,via Other,17 Jan 2018,,,,,,I,17 Jan 2018,"To the poster below, as far as I know, there weren't any interviews for MAE in the past few years. 
Besides, is there any applicant for Electric Propulsion field in MAE?"
536526,Massaaachusett Institute Of Technology (MIT),Media Arts & Sciences (Media Lab),PhD,F18,Accepted,via Phone,17 Jan 2018,,,,,,A,17 Jan 2018,Accepted via phone after two rounds of interviews. Very excited!
536520,Arizona Sate University (ASU),Counseling Psychology,PhD,F18,,via E,17 Jan 2018,,,,,,A,17 Jan 2018,"E-mail from POI, 2/9 with social night before and after interview"
536519,"University Of Michigan, Ann Arbor",(Computer Science ),PhD,F18,Accepted,via E,17 Jan 2018,,,,,,I,17 Jan 2018,"Got interviewed last month, received the notification today."
536518,Marquette University,Student Affairs And Higher Education,Masters,F18,Accepted,via Website,17 Jan 2018,,,,,,A,17 Jan 2018,
536508,The University Of Iowa,Audiology  (AuD),Other,F18,,via E,17 Jan 2018,,,,,,,17 Jan 2018,"I just got an email from UI inviting me to their interview day in February. I didn't know there was a required interview, but I'm interested in going. Any advice? Or is anyone else going/have gone before?"
536507,Princeton U,Mechanical And Aero Engineering,PhD,F18,,via Other,17 Jan 2018,,,,,,,17 Jan 2018,"To the poster below, did you interview for MAE PhD?"
536498,ีUniversity Of Wisconsin - Madison,Adv. Materials Science And Engineering,PhD,F18,,via E,17 Jan 2018,3.80,157.0,170.0,3.5,n/a,U,17 Jan 2018,"Got an e-mail invitation to visit the campus on Feb. 08-09. They will fully support for airfare, hotel and meal. Plan to attend. I think must match up with a professor in the event before I could be admitted."
536489,George Mason  University,Applied Developmental Psychology,PhD,F18,,via E,17 Jan 2018,,,,,,A,17 Jan 2018,Email from POI informally inviting me to the open house event in early Feb
536487,Nova South Eastern University,Audiology  (Au.D.),Other,F18,,via Other,17 Jan 2018,,,,,,A,17 Jan 2018,"To the person who just got a rejection letter today (1/17/18), were you offered an interview or did they just send the rejection letter via post mail? Also when did you officially put in your application? Keep your head up high! I'm sure you'll get into another program! Don't lose hope."
536480,Penn State (Pennsylvania State University),Applied/School Psychology,PhD,F18,,via E,17 Jan 2018,,,,,,,17 Jan 2018,
536478,"University Of Michigan, Ann Arbor (Umich)",Computer Science And Engineering (CSE),PhD,F18,,via Other,17 Jan 2018,,,,,,A,17 Jan 2018,"I'm in computer architectures. I talked previously with a professor not listed on my application, who said he would ""talk to admissions about my application"". I think UMich def has multiple acceptance rounds so dw"
536476,"University Of Michigan, Ann Arbor",Computer Science,PhD,F18,Accepted,via E,17 Jan 2018,,,,,,A,17 Jan 2018,I’m a different poster than the past one but got the same email today. I’m almost positive UMich sends out acceptances in waves due to the experiences of acquaintances last year.
536473,Nova South Eastern University- Ft Lauderdale,Audiology  (Au.D.),Other,F18,,via E,5 Jan 2018,,,,,,A,17 Jan 2018,To the post below from January 16- Congrats on your acceptance those are amazing stats! Can you let me know how your interview with them went? What they asked you more or less.
536472,"University Of Michigan, Ann Arbor (UMich)",(Computer Science,PhD,F18,,via Other,17 Jan 2018,,,,,,O,17 Jan 2018,"To the UMich poster below, I'm wondering your research field since I did not get any notification yet. A bit worried now."
536471,"University Of Michigan, Ann Arbor (Umich)",Computer Science And Engineering (CSE),PhD,F18,Accepted,via E,17 Jan 2018,3.76,166.0,168.0,4.5,n/a,A,17 Jan 2018,"It gives me great pleasure to inform you that you have been recommended
for admission to the Ph.D. degree program in the Computer Science and
Engineering (CSE) division within the Electrical Engineering and
Computer Science (EECS) department at the University of Michigan.
"
536467,The University Of Wyoming,Adult Clinical Psychology,PhD,F18,Rejected,via Postal,16 Jan 2018,,,,,,,17 Jan 2018,
536466,University Of Texas At Austin,Middle Eastern Languages,PhD,F18,Accepted,via E,17 Jan 2018,3.63,161.0,151.0,5.0,n/a,A,17 Jan 2018,
536461,University Of Amsterdam,GRAPPA,Masters,F18,Accepted,via E,21 Dec 2017,,,,,,I,17 Jan 2018,Accepted earlier than expected(literally 4 working days). Scholarships result would be announced in early April!
536454,University Of Pittsburgh,Adult Clinical Psychology,PhD,F18,,via Phone,17 Jan 2018,,,,,,A,17 Jan 2018,
536453,AMNH Richard Gilder Graduate School,Comparative Biology,PhD,F18,,via E,11 Jan 2018,,,,,,A,17 Jan 2018,"Currently at the museum on a post-bacc fellowship, working with a museum curator."
536447,Illinois At Chicago (UIC),Art History,Masters,F18,,via E,14 Jan 2018,3.83,165.0,157.0,4.5,n/a,A,17 Jan 2018,"Contacted for a brief, 10-15 minute phone interview."
536440,Princeton,Mechanical And Aerospace Engineering (MAE),PhD,F18,,via E,17 Jan 2018,,,,,,O,17 Jan 2018,"Sent an email to graduate program administrator, got the reply that the results are most probably out by the end of January."
536414,Georgia Southern Univeristy,Adult Clinical Psychology (PsyD),Other,F18,,via E,17 Jan 2018,3.72,163.0,156.0,5.0,n/a,A,17 Jan 2018,An individual letter from one of the program's professors (TY) with an attached invitation.
536412,Boston College - Lynch School Of Education,Applied Developmental And Educational Psychology,PhD,F18,,via E,16 Jan 2018,,,,,,U,17 Jan 2018,
536410,Savannah College Of Art & Design (SCAD),Themed Entertainment Design,MFA,F18,Accepted,via E,13 Jan 2018,,,,,,A,17 Jan 2018,
536402,"(University Of California, Los Angeles UCLA)",Adult Clinical Psychology,PhD,F18,,via Phone,16 Jan 2018,,,,,,,17 Jan 2018,Phone call from admin. team for interview Feb. 1st.
536398,University Of Colorado Anchutz Medical Campus,Pharmaceutical Sciences,PhD,F18,,via E,18 Dec 2017,,,,,,A,17 Jan 2018,
536396,Ohio State (OSU) (OSU),Advanced Mechanical Engineering,PhD,F18,Accepted,via Website,17 Jan 2018,,,,,,I,17 Jan 2018,
536385,ีUniversity Of Wisconsin - Madison,Communication Arts (Rhetoric Politics Culture),PhD,F18,,via E,15 Jan 2018,3.98,156.0,162.0,5.5,n/a,A,17 Jan 2018,Interview w/ poi. Said another faculty member might call me. Decisions in a couple of weeks.
536384,"McGill University (Montreal, Canada)",Physics (astro),Masters,F18,Accepted,via E,16 Jan 2018,3.53,87.0,92.0,42.0,76,O,17 Jan 2018,US citizen applying to Canadian school
536380,JHU (Johns Hopkins University),Epidemiology Of Aging,PhD,F18,,via E,16 Jan 2018,3.81,162.0,161.0,4.0,n/a,A,17 Jan 2018,"Offer for skype interview. 3.84 Master's GPA, 4 years research experience."
536365,  University Of South Florida,Applied Anthropology,Masters,F18,,via E,17 Jan 2018,,,,,,A,17 Jan 2018,Invited to open house on 02/16/18
536363,‌Boston University,Earth And Atmospheric Science,PhD,F18,,via E,21 Dec 2017,,,,,,A,17 Jan 2018,"Beyond ecstatic, I hope this goes well!"
536361,University Of Georgia (Athens ),Integrated Life Sciences,PhD,F18,Rejected,via E,17 Jan 2018,,,,,,I,17 Jan 2018,
536360,Temple University,Accounting,PhD,F18,,via E,15 Jan 2018,,,,,,U,17 Jan 2018,
536352,Ohio State (OSU),Aerospace & Mechanical Engineering,PhD,F18,Accepted,via E,17 Jan 2018,3.61,160.0,154.0,3.0,n/a,U,17 Jan 2018,"masters gpa: 4.0/4.0, several publications"
536347,(Arizona State University) ASU Tempe,( ECE ) Electrical And Computer EngineeringCE ) Electrical And Computer Engineering,PhD,F18,Accepted,via E,16 Jan 2018,3.90,155.0,164.0,4.0,n/a,A,17 Jan 2018,Papa Bless
536340,The University Of Texas - Austin,Aerospace & Mechanical Engineering,PhD,F18,,via Website,17 Jan 2018,,,,,,I,17 Jan 2018,"To the posters below, I got the same option,but it's not an offer, I guess.Keeps finger crossed ;)"
536336,UC Berkeley,"Architecture,  Building Science",PhD,F18,,via E,11 Jan 2018,,,,,,I,17 Jan 2018,Had my interview today. Fingers crossed!
536334,The University Of Arizona,Chemistry (Organic),PhD,F18,Accepted,via Phone,16 Jan 2018,,,,,,A,17 Jan 2018,
536327,University Of Wisconsin-- Madison,"Communication Arts (Rhetoric,  Politics,  And Culture)",PhD,F18,,via Phone,14 Jan 2018,,,,,,A,17 Jan 2018,Had a phone interview with poi. Said it is possible another interview may be requested before admissions decisions at the end of January.
536325,University Of Colorado Denver (UC Denver - Anschutz Medical Campus),Integrated Physiology,PhD,F18,,via E,16 Jan 2018,,,,,,A,17 Jan 2018,Invited for interview on 2/1 through 2/4
536324,(Arizona State University) ASU Tempe,MCB- Molecular And Cell Biology,PhD,F18,,via E,15 Jan 2018,,,,,,A,17 Jan 2018,Invited for one of two weekends 2/9 or 2/16
536323,"Ohio State University (OSU) , Columbus",Aerospace & Mechanical Engineering,Masters,F18,Accepted,via E,15 Jan 2018,3.50,158.0,170.0,3.0,n/a,I,17 Jan 2018,
536314,Columbia  University,Latin American And Caribbean History,PhD,F18,,via E,16 Jan 2018,,,,,,I,17 Jan 2018,
536313,Nova South Eastern University,Audiology,Other,F18,Rejected,via Postal,17 Jan 2018,3.50,149.0,150.0,4.0,n/a,O,17 Jan 2018,I got a rejection in the mail. I'm really bummed out because it was my first choice. Good luck to everyone else!
536309,"(University Of California, Los Angeles (UCLA)",Adult Clinical Psychology,PhD,F18,,via Phone,17 Jan 2018,,,,,,A,17 Jan 2018,
536307,The University Of Arkansas - Fayetteville,Social Psychology,PhD,F18,,via E,17 Jan 2018,3.80,155.0,151.0,5.5,n/a,A,17 Jan 2018,All first round interview invitations have been sent out
536304,"(University Of California, Los Angeles (UCLA)",Adult Clinical Psychology,PhD,F18,,via Phone,17 Jan 2018,,,,,,A,17 Jan 2018,
536303,Harvard (Graduate School Of Arts And Sciences),Population Health Science,PhD,F18,,via E,17 Jan 2018,,,,,,U,17 Jan 2018,social and behavioral sciences
536299,"(University Of California, Los Angeles (UCLA)",Child Clinical Psychology Program,PhD,F18,,via Phone,16 Jan 2018,,,,,,A,17 Jan 2018,
536296,Stanford,Art History,PhD,F18,,via E,17 Jan 2018,3.90,157.0,160.0,4.0,n/a,I,17 Jan 2018,"Super excited, ultra terrified. How the hell am I supposed to prepare for a short interview?"
536284,University Of New Mexico - Albuquerque,Biomedical Sciences Graduate Program,PhD,F18,,via E,12 Jan 2018,,,,,,A,17 Jan 2018,
536283,"""University Of Washington",Astronomy,PhD,F18,,via E,16 Jan 2018,,,,,,A,17 Jan 2018,
536282,University Of Texas At Austin (UT Austin),(Computer Science ),PhD,F18,Accepted,via E,16 Jan 2018,3.95,160.0,170.0,3.5,n/a,U,17 Jan 2018,an email from POI who I contacted before via email saying that I was admitted and that an official email will arrive in a couple of days.
536280,University Of North Carolina Greensboro (UNCG),Adult Clinical Psychology,PhD,F18,,via Other,17 Jan 2018,,,,,,A,17 Jan 2018,"To previous poster, who is your POI? Thank you."
536278,The University Of North Carolina - Chapel Hill (UNC),American Studies,PhD,F18,Accepted,via Phone,16 Jan 2018,,,,,,,17 Jan 2018,Formal offer to follow in weeks ahead.
536267,Chapel Hill-UNC,American Studies,PhD,F18,Accepted,via Phone,16 Jan 2018,,,,,,A,16 Jan 2018,Call notifying of acceptance with formal offer to follow.
536262,University Of British Columbia (UBC) - Okanagan Campus,Adult Clinical Psychology,Masters,F18,,via E,16 Jan 2018,,,,,,,16 Jan 2018,
536229,"University Of Michigan, Ann Arbor",Chemical Engineering,PhD,F18,Accepted,via E,16 Jan 2018,,,,,,A,16 Jan 2018,
536228,The University Of North Carolina - Chapel Hil,Art History,Masters,F18,,via Phone,16 Jan 2018,3.45,163.0,152.0,5.0,n/a,A,16 Jan 2018,"They didn’t say if I was accepted or not, but called to schedule an interview to determine if I would receive funding. I assume I am going to receive an offer either way..."
536212,SUNY Albany,Adult Clinical Psychology,PhD,F18,,via Phone,18 Dec 2018,,,,,,A,16 Jan 2018,
536190,UC Berkeley / UCSF,Applied Bioengineering,PhD,F18,Rejected,via E,16 Jan 2018,,,,,,A,16 Jan 2018,700 applicants for ~50 spots. 8% interview offers. Hot-dog that is competitive!
536185,George Mason University,Adult Clinical Psychology,PhD,S18,Rejected,via Website,16 Jan 2018,,,,,,A,16 Jan 2018,
536182,Wright Institute,Adult Clinical Psychology (PsyD),PhD,F18,,via E,16 Jan 2018,,,,,,A,16 Jan 2018,email invitation for interview
536178,University Of Toronto Institute For Aerospace Studies (UTIAS),Aerospace Engineering,PhD,F18,,via Other,16 Jan 2018,,,,,,U,16 Jan 2018,Did anybody get accepted or rejected from UTIAS? Has anybody been notified of any interview or anything as such? The silence is really sickening me.
536172,Case Western Reserve  University,Adult Clinical Psychology,PhD,F18,Rejected,via E,16 Jan 2018,,,,,,A,16 Jan 2018,"No interview invite, emailed to confirm rejection. response indicated rejection. have a MS and a first author pub under review. Conference presentations, poster presentation."
536169,ีUniversity Of Maryland - Baltimore County (UMBC),Applied Social/Community Psychology,PhD,F18,,via Phone,16 Jan 2018,4.00,167.0,155.0,5.0,n/a,A,16 Jan 2018,Interview days are 2/8-9.
536168,(SUNY) University At Buffalo,Anthropology (Biological Track),PhD,F18,Accepted,via E,12 Jan 2018,3.96,158.0,148.0,4.0,n/a,A,16 Jan 2018,Received email from Depart.Chair 1/12 & Grad School 1/16. No word yet on funding. Will not accept w/o waiver & TA or stipend.
536161,"UCSD (University Of California, San Diego)",Mechanical And Aerospace Engineering,PhD,F18,,via Other,16 Jan 2018,4.00,154.0,166.0,3.5,n/a,O,16 Jan 2018,I was told after the interview they will be making some offers by the end of this week or the next week. Good luck to everyone!!
536159,"University Of Michigan, Ann Arbor (Umich)",Bioengineering (Biomedical Engineering),PhD,F18,,via E,11 Jan 2018,3.56,166.0,168.0,4.0,n/a,A,16 Jan 2018,"Invited for on-campus interview Feb 15th-17th. Masters GPA 3.84, 1 publication, 1 conference, 1 year work experience."
536156,Palo Alto - Pacific Graduate School Of Psychology (PGSP),Clincial Psychology - PsyD,Other,F18,,via E,13 Jan 2018,,,,,,A,16 Jan 2018,
536153,"University Of Michigan, Ann Arbor (Umich)",Biostatiatics,PhD,F18,Accepted,via E,15 Jan 2018,,,,,,U,16 Jan 2018,
536151,Rice University,Computational And Applied Mathematics (CAAM),PhD,F18,,via E,13 Jan 2018,,,,,,U,16 Jan 2018,
536148,University Of Michigan,Asian Languages & Civilizations,PhD,F18,,via E,16 Jan 2018,,,,,,U,16 Jan 2018,
536147,Princeton,East Asian Studies,PhD,F18,,via E,16 Jan 2018,,,,,,U,16 Jan 2018,
536144,The University Of Nebraska - Lincoln,Applied/School Psychology,PhD,F18,,via Other,16 Jan 2018,,,,,,A,16 Jan 2018,"Yes, that's great! Thank you so much! I actually interviewed with HS as well, and I'm so glad you've been accepted! I received an unofficial email from ED, but it wasn't clear yet who my adviser will be. Thanks again, and congrats :)"
536122,Florida International University (FIU),Clinical Science In Child And Adolescent Psychology,PhD,F18,,via Other,16 Jan 2018,,,,,,A,16 Jan 2018,Hi! Can the FIU poster please share their POI and dates of interviews (if known)? Thanks!
536109,Rensselaer Polytechnic Institute,Architectural Sciences - Architechtural Acoustics,Masters,F18,Accepted,via E,3 Jan 2018,3.66,152.0,163.0,4.0,n/a,A,16 Jan 2018,
536099,Ohio State (OSU),East Asian Languages And Literatures,Masters,F18,Accepted,via E,15 Jan 2018,,,,,,I,16 Jan 2018,"Notified on 01/15 via Email, I applied for PhD but the program of OSU does not directly receive PhD from other institute, it said that I am being considered for the University Fellowship. It's my first offer, good luck!"
536095,(Arizona State University) ASU Tempe,"Microbiology,  Immunolgy,  And Parasitology (MIP)",PhD,F18,,via E,15 Jan 2018,,,,,,A,16 Jan 2018,
536082,Virginia Consortium Program In Clinical Psychology,Adult Clinical Psychology,PhD,F18,Rejected,via Phone,16 Jan 2018,,,,,,A,16 Jan 2018,"Called to ask if invitations were released as they said on 1/11 that they hadn’t sent them out yet. Was told all invitations were sent out at this time. Pretty disappointed as all my research has been trauma and veterans for 5 years, 3.5 gpa MA from Ivy Leavue school,  3.6 gpa second masters, and 3 years of clinical work."
536080,Brown University,Anthropology,PhD,F18,,via E,15 Jan 2018,,,,,,A,16 Jan 2018,Notified of phone interview and completed interview on 1/15.
536075,University Of California Los Angeles (UCLA),( EE ) Electrical Engineering,Masters,F18,,via Other,16 Jan 2018,,,,,,O,16 Jan 2018,"to the poster below. Calm down, they haven't linked the scores to the applications. If you sent your scores by the deadlines, they most likely received them"
536071,(Arizona State University) ASU Tempe,Statistics,PhD,F18,Accepted,via E,13 Dec 2017,3.70,165.0,170.0,3.5,n/a,I,16 Jan 2018,to the person below: I also got accepted but haven't heard anything about the funding yet. I wonder if they're in the process of reviewing the TA candidates or just that I didn't get it. I also heard the department size is quite large which I'm a little bit concerned about. Anybody have any idea/opinion about ASU statistics funding (or really just general) situation?
536060,"University Of Michigan, Ann Arbor (Umich)",Chemical Biology,PhD,F18,Rejected,via E,15 Jan 2018,n/a,158.0,162.0,4.0,n/a,I,16 Jan 2018,LOR from a UMich faculty. 2+ years of research experience. Have no idea why rejected.
536055,University Of Toronto Scarborough (UTSC),Adult Clinical Psychology,Masters,F18,,via E,16 Jan 2018,,,,,,I,16 Jan 2018,Interview days Jan 22-24
536053,"Ryerson University, Canada",Adult Clinical Psychology,Masters,F18,Rejected,via E,16 Jan 2018,,,,,,I,16 Jan 2018,"Skype interview with POI C.M. on Jan 8th, did not advance to onsite interview."
536051,UCL,Advanced Mechanical Engineering,Masters,F18,Accepted,via E,13 Jan 2018,,,,,,I,16 Jan 2018,
536050,University Of California Los Angeles (UCLA),( EE ) Electrical Engineering,Masters,F18,,via Other,16 Jan 2018,,,,,,A,16 Jan 2018,"The grad admission portal still says they are still awaiting my gre and toefl scores, though I have sent them months back. They haven't replied to any of my mails so far. Does anybody have a similar problem?"
536049,UC Irvine,Asian Languages & Cultures - East Asian Linguistics,PhD,F18,,via Phone,15 Jan 2018,,,,,,I,16 Jan 2018,An informal rather than a formal interview
536048,Notre Dame,Anthropology,PhD,,,via E,15 Jan 2018,,,,,,,16 Jan 2018,
536041,"(University Of California, Los Angeles UCLA)",Medical Physics,PhD,F18,,via E,14 Jan 2018,,,,,,U,16 Jan 2018,Invited to Candidates’ Day in Feb.
536037,Nova South Eastern University- Ft Lauderdale,Audiology  (Au.D.),Other,F18,,via Phone,16 Jan 2018,,,,,,,16 Jan 2018,"To the posts about Nova, I was accepted with a 3.8 gpa, 306 GRE and lots of clinical and research experience. Wish you all the best of luck!!"
536035,            University Of Florida (Gainesville),Mechanical And Aerospace Engineering (MAE),PhD,F18,Accepted,via E,15 Jan 2018,3.70,160.0,165.0,5.0,n/a,A,16 Jan 2018,"Acceptance email sent out, invited to visitation February 22nd-25th."
536033,"University Of Michigan, Ann Arbor (Umich)",Chemistry,PhD,F18,,via Website,15 Jan 2018,,,,,,I,16 Jan 2018,"“view decision” from Wolverine Access: A decision has been made.  Your program of application will inform you of the decision.
No email from the department. Does this mean rejection?"
536028,ีUniversity Of Wisconsin - Madison,"Communication Arts (Rhetoric,  Politics,  And Culture)",PhD,F18,,via E,16 Jan 2018,,,,,,A,16 Jan 2018,
536027,"University Of Las Vegas, Nevada (UNLV)",Adult Clinical Psychology,PhD,F18,,via E,10 Jan 2018,,,,,,A,16 Jan 2018,Invited to interview day on 2/16/18
536022,UCSD,Mechanical And Aeroscope Engineering,PhD,F18,,via E,16 Jan 2018,,,,,,I,16 Jan 2018,Good luck for everyone in this forum :)
536016,Oklahoma State University Tulsa,Adv. Materials Science And Engineering,PhD,F18,,via Other,16 Jan 2018,,,,,,I,16 Jan 2018,Anybody heard any decision from them? I knew about the availability of some TA/RA positions and hence desperately waiting for decision even though the deadline is Feb 1.
535990,(Arizona State University) ASU,Animal Behavior,PhD,F18,,via E,15 Jan 2018,,,,,,A,15 Jan 2018,Invited to February 16 interview day
535988,(Arizona State University) ASU,Animal Behavior,PhD,F18,,via E,15 Jan 2018,,,,,,A,15 Jan 2018,Invited to February 16 interview day
